id,driver_id,racing_number,grand_prix,race_id,session_date,message_timestamp,transcription
2018_Australian_Grand_Prix_ESTOCO01_31_20180325_163642,ESTOCO01,31,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T05:36:54.225Z,"Sorry Esteban, balanced feedback, how is it going? It's going to be towards all the stern entry, but it's okay."
2018_Australian_Grand_Prix_FERALO01_14_20180325_162140,FERALO01,14,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T05:21:48.773Z,"Okay mate, struggling with the grip, we'll back off a little bit. All fine."
2018_Australian_Grand_Prix_FERALO01_14_20180325_163217,FERALO01,14,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T05:32:34.353Z,"It's very, very difficult to follow. So think about the strategy. Following is very difficult. Yes, Fernando, so far there's only been one overtake Bottas on Ocon."
2018_Australian_Grand_Prix_FERALO01_14_20180325_163419,FERALO01,14,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T05:34:35.102Z,"I cannot see the pit door. Hold for another three seconds maybe. Tires are okay. From left, giving up a little bit, but all under control."
2018_Australian_Grand_Prix_KIMRAI01_7_20180325_160937,KIMRAI01,7,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T05:09:51.369Z,"Final reminder, speed limiter off, formation starts with two reds, remind lap mode race and K2 on after the burnout and race start with two reds."
2018_Australian_Grand_Prix_KIMRAI01_7_20180325_162733,KIMRAI01,7,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T05:27:43.498Z,"Engine five, Kimi, engine five. Try to close, try to close."
2018_Australian_Grand_Prix_KIMRAI01_7_20180325_164026,KIMRAI01,7,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T05:40:36.188Z,"Concentrate on position, Kimi. Concentrate on position. And K2On, K2On."
2018_Australian_Grand_Prix_KIMRAI01_7_20180325_164706,KIMRAI01,7,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T05:47:35.483Z,"We need a little bit more pace. Kimi is lapping 28-5. 28-5. Yourself, 28-7. So, is he not stopped yet? Not yet, not yet. You tell him, how did you first say to me that you are not in a hurry? Don't f me up with this. We are fine. Kimi, 28-5 is a target. We are fine. 28-5."
2018_Australian_Grand_Prix_KIMRAI01_7_20180325_165714,KIMRAI01,7,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T05:57:34.267Z,"Kimi, you have a free stop if you want. Free stop for a new option. It's your choice. What do you think is the correct thing? It's correct, okay? It's a bit of a risk, Kimi."
2018_Australian_Grand_Prix_KIMRAI01_7_20180325_165743,KIMRAI01,7,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T05:57:49.496Z,"Stay out, Kimi. Stay out."
2018_Australian_Grand_Prix_KIMRAI01_7_20180325_170650,KIMRAI01,7,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T06:07:02.939Z,What guy is the Red Bull this month? He's on prime six lap old prime.
2018_Australian_Grand_Prix_KIMRAI01_7_20180325_171737,KIMRAI01,7,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T06:17:47.067Z,"Good luck, Kimi. Good luck. Dice are good. Fuel is good."
2018_Australian_Grand_Prix_KIMRAI01_7_20180325_172054,KIMRAI01,7,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T06:20:59.283Z,"Good pace, Kimi. Good pace. Keep it up."
2018_Australian_Grand_Prix_KIMRAI01_7_20180325_172836,KIMRAI01,7,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T06:28:43.398Z,"10 laps to go, Kimi, 10 laps to go. Good job, good job."
2018_Australian_Grand_Prix_KIMRAI01_7_20180325_173702,KIMRAI01,7,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T06:37:03.238Z,Have you tried to push me? Have you tried to push me?
2018_Australian_Grand_Prix_KIMRAI01_7_20180325_173947,KIMRAI01,7,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T06:39:49.058Z,"Here's the LS, here's the LS."
2018_Australian_Grand_Prix_KIMRAI01_7_20180325_174007,KIMRAI01,7,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T06:40:13.125Z,"And SOC 2, Kimi. SOC 2, K1 available to protect. SOC 2."
2018_Australian_Grand_Prix_KIMRAI01_7_20180325_174842,KIMRAI01,7,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T06:48:57.831Z,"Great race. We are P3, Gimmy P3, Sebastian P1, Hamilton P2. We were unlucky with the safety car, could have been an easy second place. Sorry, Tim. Thanks, Chris."
2018_Australian_Grand_Prix_LANSTR01_18_20180325_163831,LANSTR01,18,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T05:38:43.605Z,"Leclerc is closing on you, huh? Okay, but I'm circling fast with the oversteer."
2018_Australian_Grand_Prix_LEWHAM01_44_20180325_161400,LEWHAM01,44,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T05:14:05.847Z,And you have the overtake available button available.
2018_Australian_Grand_Prix_LEWHAM01_44_20180325_163047,LEWHAM01,44,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T05:30:55.348Z,"So if you go menu-position2, menu-position2, when you can."
2018_Australian_Grand_Prix_LEWHAM01_44_20180325_164010,LEWHAM01,44,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T05:40:20.874Z,"So it looks like one of the Ferraris is stopping. So Rikelin in the pits now, tag mode three."
2018_Australian_Grand_Prix_LEWHAM01_44_20180325_164106,LEWHAM01,44,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T05:41:14.1Z,"Okay, we got the message, but box box."
2018_Australian_Grand_Prix_LEWHAM01_44_20180325_164255,LEWHAM01,44,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T05:43:03.244Z,Metal still inside our safety car window by one second. We'll keep him there.
2018_Australian_Grand_Prix_LEWHAM01_44_20180325_170757,LEWHAM01,44,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T06:08:18.436Z,"There's a lot of liquid coming out the back of the car. Okay, copy. Okay, Lewis, so we are getting over temp on the PU, so we need to introduce some lifting coast. I need to push it to the lever right in a second."
2018_Australian_Grand_Prix_LEWHAM01_44_20180325_171450,LEWHAM01,44,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T06:15:04.589Z,And if you need everything from the PU you can use Strat 14 1-4. And be mindful Strat 14 isn't a sustainable mode.
2018_Australian_Grand_Prix_LEWHAM01_44_20180325_171546,LEWHAM01,44,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T06:15:55.305Z,Is there any traffic coming up? Negative. Traffic clear up until Hartley.
2018_Australian_Grand_Prix_LEWHAM01_44_20180325_171618,LEWHAM01,44,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T06:16:24.68Z,I'll shut the TV up.
2018_Australian_Grand_Prix_LEWHAM01_44_20180325_171928,LEWHAM01,44,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T06:19:37.294Z,What's that? We need to have some lift and coast for PU temperatures.
2018_Australian_Grand_Prix_LEWHAM01_44_20180325_173344,LEWHAM01,44,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T06:33:50.22Z,Let's get ready to check out here.
2018_Australian_Grand_Prix_LEWHAM01_44_20180325_173536,LEWHAM01,44,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T06:35:42.191Z,My rears are going off.
2018_Australian_Grand_Prix_LEWHAM01_44_20180325_174823,LEWHAM01,44,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T06:48:36.838Z,"Okay, Luz, sorry about that mate. I had that one in the bag. We'll review the situation and have a chat about it later."
2018_Australian_Grand_Prix_MARERI01_9_20180325_162242,MARERI01,9,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T05:22:56.487Z,"I'm not sure what to do. I'm just proud of seeing. Okay, stand by."
2018_Australian_Grand_Prix_MAXVER01_33_20180325_161638,MAXVER01,33,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T05:16:48.186Z,Mode 7 and overtake if you need it. DRS enabled.
2018_Australian_Grand_Prix_MAXVER01_33_20180325_162805,MAXVER01,33,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T05:28:12.204Z,Hello K-Max. Yep.
2018_Australian_Grand_Prix_MAXVER01_33_20180325_163337,MAXVER01,33,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T05:33:59.63Z,"Okay, Max, can we have a status update please? Yeah, the rear tires are getting really hot, but that's a bit my problem. I've to close all the tools. And can I have a prompting update when you can? Yeah, a little bit less, half a degree or something. Understood."
2018_Australian_Grand_Prix_MAXVER01_33_20180325_163900,MAXVER01,33,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T05:39:11.65Z,"Okay, so we've got reports of Holcomb complaining about his tyres. For your reference, Daniel managed to pass into 13."
2018_Australian_Grand_Prix_MAXVER01_33_20180325_163922,MAXVER01,33,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T05:39:33.996Z,I think he's still behind though. Nathaniel managed to pass Hulkenberg into 13.
2018_Australian_Grand_Prix_MAXVER01_33_20180325_170540,MAXVER01,33,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T06:05:52.009Z,"Guys, tips on charging the battery. You're in the right mode, just look after your overtake usage."
2018_Australian_Grand_Prix_MAXVER01_33_20180325_174137,MAXVER01,33,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T06:41:45.648Z,"Okay, Max, so it will be the last lap next. You have three full overtake press and holds. Use them on the last lap and you know where. You have three full press and holds of the overtake button on your last lap."
2018_Australian_Grand_Prix_NICHUL01_27_20180325_161747,NICHUL01,27,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T05:17:55.597Z,"We could go quick here now, but just traffic."
2018_Australian_Grand_Prix_NICHUL01_27_20180325_165851,NICHUL01,27,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T05:59:02.447Z,"Okay, Nico, just for information, the safety car is at turn 14. The field is very spread out. This is probably going to be a long safety car period."
2018_Australian_Grand_Prix_NICHUL01_27_20180325_171122,NICHUL01,27,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T06:11:31.978Z,"How many laps to go? Twenty one laps to go, Nico, twenty one."
2018_Australian_Grand_Prix_SEBVET01_5_20180325_164220,SEBVET01,5,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T05:42:32.214Z,And Kim is coming in. Emilton is coming in. He's in the box now. Stay out. Try to squeeze this one. Head down.
2018_Australian_Grand_Prix_SEBVET01_5_20180325_170830,SEBVET01,5,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T06:08:35.671Z,"Yes, dearest."
2018_Australian_Grand_Prix_SEBVET01_5_20180325_171426,SEBVET01,5,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T06:14:34.087Z,"No DRS for him, no DRS for him. Keep it there, head down."
2018_Australian_Grand_Prix_SEBVET01_5_20180325_171526,SEBVET01,5,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T06:15:34.719Z,Still no DRS but keep using K1. He's using also powerful engine mode on the straights.
2018_Australian_Grand_Prix_SEBVET01_5_20180325_171652,SEBVET01,5,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T06:17:00.08Z,"No DRS, no DRS, you're doing well, keep your head down."
2018_Australian_Grand_Prix_SEBVET01_5_20180325_171945,SEBVET01,5,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T06:19:54.802Z,"No DRS for him, no DRS. He's 0.9 behind you, 0.9."
2018_Australian_Grand_Prix_SEBVET01_5_20180325_172625,SEBVET01,5,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T06:26:39.738Z,"He locked the front and he went out behind you. A brief, engine 7 available. He's still two seconds behind you."
2018_Australian_Grand_Prix_SEBVET01_5_20180325_174750,SEBVET01,5,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T06:48:00.462Z,"Nice job, Seth. T1, wait a minute. Wait a minute. Grande, ragazzi. Grande, grande gara."
2018_Australian_Grand_Prix_SERPER01_11_20180325_161855,SERPER01,11,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T05:19:05.695Z,Rear left temperature is now approaching our comfortable maximum. Rear left temp.
2018_Australian_Grand_Prix_VALBOT01_77_20180325_164955,VALBOT01,77,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T05:50:03.368Z,"Okay, so you can go strap three. Let's start making hay."
2018_Australian_Grand_Prix_VALBOT01_77_20180325_165011,VALBOT01,77,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T05:50:19.297Z,"So, brake balance has gone forwards, but just keep thinking about that. Really important to push out now."
2018_Australian_Grand_Prix_VALBOT01_77_20180325_165927,VALBOT01,77,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T05:59:38.456Z,"So, just as a reminder, the cars in front of you are all Renault engines, so we're expecting a bigger speed delta."
2018_Australian_Grand_Prix_VALBOT01_77_20180325_172205,VALBOT01,77,2018 Australian Grand Prix,2018_Australian_Grand_Prix,25/03/2018,2018-03-25T06:22:11.189Z,We think Verstappen has some damage.
2018_Bahrain_Grand_Prix_BREHAR01_28_20180408_174751,BREHAR01,28,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T15:09:28.087Z,"See you on the grid, Brendan. You go to the back of the grid, lift off before turn 14 to cool the car. Lift off before turn 14 to cool the car. Go to the grid now. Tailwind a bit stronger than yesterday. Tailwind in turn 6. See you on the grid."
2018_Bahrain_Grand_Prix_BREHAR01_28_20180408_181729,BREHAR01,28,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T15:17:41.501Z,"We can see a small aerobalance rearward, but no problem with load."
2018_Bahrain_Grand_Prix_BREHAR01_28_20180408_184553,BREHAR01,28,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T15:46:02.07Z,"Push Brendan, push push!"
2018_Bahrain_Grand_Prix_BREHAR01_28_20180408_191240,BREHAR01,28,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T16:12:51.539Z,"Currently P10, Brandon. Currently P10. You're doing a very good job. We need to make this work."
2018_Bahrain_Grand_Prix_BREHAR01_28_20180408_193433,BREHAR01,28,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T16:34:39.871Z,We are very happy with the tires. We need eight quality laps.
2018_Bahrain_Grand_Prix_ESTOCO01_31_20180408_182653,ESTOCO01,31,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T15:27:05.673Z,"So, temperatures are all okay. Yeah, I'm sliding all over the place. Use torque 8 or 9, use torque 9."
2018_Bahrain_Grand_Prix_ESTOCO01_31_20180408_183839,ESTOCO01,31,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T15:38:45.254Z,"So we need all you've got, all you've got."
2018_Bahrain_Grand_Prix_ESTOCO01_31_20180408_184224,ESTOCO01,31,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T15:42:32.566Z,He stopped earlier with a puncture.
2018_Bahrain_Grand_Prix_FERALO01_14_20180408_182638,FERALO01,14,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T15:26:45.215Z,"Okay, Fernando, apparently Hulkenberg is struggling with his battery."
2018_Bahrain_Grand_Prix_FERALO01_14_20180408_183128,FERALO01,14,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T15:31:43.02Z,"And Fernando Gasly is three cars ahead of you. He potentially has a brake problem. Okay, I have a look for pace. Understood, Fernando."
2018_Bahrain_Grand_Prix_FERALO01_14_20180408_184402,FERALO01,14,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T15:44:13.313Z,"Okay, this is lap 18, this is lap 18. We are P11 but net 8. Hartley, Ericsson, Grosjean yet to stop."
2018_Bahrain_Grand_Prix_FERALO01_14_20180408_184621,FERALO01,14,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T15:46:35.51Z,"Okay Fernando, the three cars ahead we all expect to stop again onto a used option. So remember what tile we've got left."
2018_Bahrain_Grand_Prix_FERALO01_14_20180408_190027,FERALO01,14,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T16:00:43.382Z,"And Fernando Sainz, who was behind us, has pitted again. This might start the second wave. Too early."
2018_Bahrain_Grand_Prix_FERALO01_14_20180408_190438,FERALO01,14,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T16:04:56.783Z,"And Fernando confirmed they're both doing option, option, prime two stops. How many lasts till the end now? And there are 29 to go, 29. I think they will struggle with the prime. Understood, Fernando."
2018_Bahrain_Grand_Prix_FERALO01_14_20180408_193832,FERALO01,14,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T16:38:46.22Z,"What is better? Because maybe it's interesting to fall behind him in the last half. Yes, Fernando, I'm thinking the same thing, but let's not do it yet. Don't do it yet. Get past Hulkenberg first."
2018_Bahrain_Grand_Prix_FERALO01_14_20180408_194351,FERALO01,14,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T16:44:02.341Z,"And Fernando, 8 tenths again, 8 tenths again. We'll get one more go at this. Don't overdrive it, let it happen."
2018_Bahrain_Grand_Prix_KEVMAG01_20_20180408_174322,KEVMAG01,20,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T15:09:27.927Z,"It's a bit crowded down there, so just try to create a bit of space."
2018_Bahrain_Grand_Prix_KEVMAG01_20_20180408_181935,KEVMAG01,20,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T15:19:43.31Z,"You need to check if I have front quick damage. So far, nothing reported. We will visually check on the straight."
2018_Bahrain_Grand_Prix_KEVMAG01_20_20180408_182047,KEVMAG01,20,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T15:21:13.913Z,"I'm a lot faster than Ghastly. Just so you know, I think I'm a lot faster than Ghastly. Yep, yep. Okay, we will report. Probably understood, probably is not used to this procedure. I mean, face-wise, on track, not the virtual safeguard."
2018_Bahrain_Grand_Prix_KEVMAG01_20_20180408_182622,KEVMAG01,20,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T15:26:33.966Z,"You're losing quite a lot of time in entry of corner 4. Entry of corner 4. It's like I lost the tyres a little bit. Okay, understood. Copy."
2018_Bahrain_Grand_Prix_KEVMAG01_20_20180408_183945,KEVMAG01,20,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T15:39:56.329Z,"Come on boy, give everything, Gasly in the pit, Hulkenberg as well."
2018_Bahrain_Grand_Prix_KEVMAG01_20_20180408_190258,KEVMAG01,20,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T16:03:03.891Z,"What the f*** is he doing? Guys, come on."
2018_Bahrain_Grand_Prix_KEVMAG01_20_20180408_190338,KEVMAG01,20,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T16:03:44.805Z,"Wheelbox Romana, we slap. Let us get off the f***ing way!"
2018_Bahrain_Grand_Prix_KEVMAG01_20_20180408_190418,KEVMAG01,20,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T16:04:23.595Z,Well done guys. F***ing hell.
2018_Bahrain_Grand_Prix_KEVMAG01_20_20180408_193754,KEVMAG01,20,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T16:38:04.824Z,I have a lot of vibration on my left front and I haven't flat spotted so it's not the suspension.
2018_Bahrain_Grand_Prix_KIMRAI01_7_20180408_185537,KIMRAI01,7,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T15:55:54.593Z,and bot us in front there are good chances going to the end so we need to overtake him
2018_Bahrain_Grand_Prix_KIMRAI01_7_20180408_191558,KIMRAI01,7,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T16:16:07.324Z,"Stop, stop, stop, stop, stop, stop, stop the car, stop the car."
2018_Bahrain_Grand_Prix_LANSTR01_18_20180408_174838,LANSTR01,18,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T15:09:28.087Z,"Yeah, the drinks is not working. 10 13. Okay."
2018_Bahrain_Grand_Prix_LANSTR01_18_20180408_180906,LANSTR01,18,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T15:09:28.087Z,"Just for your information, the drinks are still not working. Okay, we checked it while you were in the outfit, it was all fine for the night, so I tested it all. I haven't got another one. It's just coming out a little bit, I can live with it, but it's not ideal. It's fine for now, for today. We can get a little bit of water."
2018_Bahrain_Grand_Prix_LEWHAM01_44_20180408_174440,LEWHAM01,44,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T15:09:28.087Z,Reasonably busy in the pit lane.
2018_Bahrain_Grand_Prix_LEWHAM01_44_20180408_181024,LEWHAM01,44,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T15:10:52.086Z,"Valtry, he's staying with his balance. Cars are very similar at the moment, so if we go plus half, we'll just be a little bit more air balance than him. How is the temperature? Temperature's 33 degrees, so same as FP2. Yeah, I imagine it may cool another degree or two from here, but it's not going to be a huge amount."
2018_Bahrain_Grand_Prix_LEWHAM01_44_20180408_182407,LEWHAM01,44,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T15:24:12.519Z,"Nice work Lewis. So next car, Magnuson, one second."
2018_Bahrain_Grand_Prix_LEWHAM01_44_20180408_183312,LEWHAM01,44,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T15:33:20.674Z,"Two tenths faster than Vettel, that gap is at 14.8."
2018_Bahrain_Grand_Prix_LEWHAM01_44_20180408_184420,LEWHAM01,44,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T15:44:30.987Z,"Turn one better that time, could be a little bit slower for a better exit turn two. It's all going to start happening now, Lewis. Remember, we are sticking to plan A."
2018_Bahrain_Grand_Prix_LEWHAM01_44_20180408_185853,LEWHAM01,44,2018 Bahrain Grand Prix,2018_Bahrain_Grand_Prix,08/04/2018,2018-04-08T15:59:03.085Z,"So, Bettle at 25.9 ahead, he is at 2 seconds outside our pit window. Remember, you asked him plan A."
